"id","name","description","img","gemstone","location_of_origin","origin","treatments","cut_type","weight","dimensions","cut_by"
1755,"Grossular","The name grossular is derived from the botanical name for the ""gooseberry"" - grossularia, in reference to the green garnet of this composition that is found in Siberia. 

Other shades include cinnamon brown (cinnamon stone variety), red, and yellow.","https://www.gemdat.org/gphotos/0196972001343857947.jpg","Transvaal Jade","South Africa","Natural","None reported","Cabochon","8.39 cts.","N/A","N/A"
1784,"Gypsum","Gypsum is named from Greek ""gypsos"" - plaster, alluding to its practical use. It has been known from antiquity.

Gypsum is a very common mineral in sedimentary environments. It is found as massive material (Alabaster), clear crystals (Selenite) and parallel fibrous variety (Satin spar). 

Gypsum is very soft and very difficult to facet because of its perfect cleavage, therefore faceted stones are quite rare.","https://www.gemdat.org/gphotos/0039527001351552513.jpg","Gypsum","Strkovice deposit, Strkovice, Postoloprty, Louny District, Ústí nad Labem Region, Czech Republic","Natural","None reported","Octagon","8.26 cts.","20.9mm x 9.1mm x ?","N/A"
1789,"Hackmanite","Hackmanite is a pink, pale to deep violet variety of Sodalite, but the colour fades quickly to greyish or greenish white in sunlight (so-called tenebrescence). Some hackmanites (from Afghanistan and Burma) start off creamy white but develop a violet to pink-red colour in sunlight, which can fade again if left in a dark environment for some time.

It was first discovered in cuttable qualities in 1991, in Quebec, Canada.","https://www.gemdat.org/gphotos/0044404001345463298.jpg","Hackmanite","Mogok Township, Pyin-Oo-Lwin District, Mandalay Region, Myanmar","Natural","None reported","Oval","2.61 cts.","N/A","N/A"
18,"Actinolite","Actinolite is named after Greek word ""aktis"" - a ray, alluding to its common occurence as radiating needles. 

Chatoyant, translucent to opaque, green to yellowish green colour stones are cut into cabochons and called Actinolite cat's eye. Transparent well-developed crystals of actinolite are rare and are faceted into small attractive gems for collectors.","https://www.gemdat.org/gphotos/0358965001344545746.jpg","Actinolite","Brazil","Natural","None reported","Emerald","0.16 cts.","5.1mm x 2.3mm x ?","commercially cut"
1811,"Hambergite","Hambergite was named in honour of Swedish mineralogist A. Hamberg. 

Madagascar is an important source for facet-grade rough of this rare gem. Flawless stones are unusual and the perfect cleavages frequently cause problems for facetier. Rough pieces seldom exceed 4 grams.","https://www.gemdat.org/gphotos/0491432001345226288.jpg","Hambergite","Madagascar","Natural","None reported","Oval","0.21 cts.","N/A","N/A"
1833,"Haüyne","Haüyne was first described in 1807 from samples discovered in Vesuvian lavas in Monte Somma, Italy. It was named after René Just Haüy, French crystallographer.

The crystals are transparent to translucent, with a vitreous to greasy luster. The colour is usually bright blue, but it can also be white, gray, yellow, green and pink.

Fine crystal specimens come from the Eifel Mountains, Germany.

Lazurite, the primary constituent of lapis lazuli, is a sulfide-rich variety of Haüyne.","https://www.gemdat.org/gphotos/0355585001351030735.jpg","Lapis lazuli","Afghanistan","Natural","None reported","Carved","444.55 cts.","52.99mm x 46.27mm x 35.93mm","N/A"
184,"Amazonite","Amazonite is green, blue-green gem variety of Microcline. It was named after Amazon River, from which certain green stones were formerly obtained, however it is doubtful whether Amazonite occurs in the Amazon area.","https://www.gemdat.org/gphotos/0322595001350298269.jpg","Amazonite","Brazil","Natural","None reported","Round Cabochon","2.93 cts.","N/A","N/A"
1856,"Hematite","The name hematite (Greek - blood) is derived from the fact that, when cut, the saw coolant becomes coloured red. Hematite can be in reddish brown, ocherous masses, dark silvery-grey scaled masses, silvery-grey crystals, and dark-grey masses.

Formerly used as mourning jewelry, but today mainly for rings, bead necklaces and intaglio (deepened engravings). It takes a very high polish.","https://www.gemdat.org/gphotos/0892243001345228781.jpg","Hematite","N/A","Natural","None reported","Round Brilliant","12.08 cts.","N/A","N/A"
1860,"Hemimorphite","Hemimorphite is named after Greek word for ""half shape"" referring to the contrasting terminations at opposite ends of a crystal.

Hemimorphite most commonly forms needle- or fan-shaped aggregates of thin, colourless, bladed crystals; or as blue, blue-green botryoidal crusts.

The material is often blue-white banded and mixed with dark matrix.","https://www.gemdat.org/gphotos/0350335001350852185.jpg","Hemimorphite","Republic of the Congo","Natural","None reported","Oval Cabochon","13.48 cts.","15.69mm x 13.23mm x 7.56mm","N/A"
1876,"Herderite","Herderite is named after Siegmund A.W. von Herder, mining official of Freiberg, Saxony, Germany.

Herderite forms good single crystals, twinning is common. Gem material is transparent and has a range of colours, including yellow, blue, pink, violet and green, some crystals are colourless. 

Clear crystals are faceted into attractive gems.","https://www.gemdat.org/gphotos/0765089001345235211.jpg","Herderite","Brazil","Natural","None reported","Cushion","4.07 cts.","N/A","N/A"
188,"Amber","Amber is the fossilized, hardened resin of trees, ranging in age from less than a million to more than 300 million years old. Tree resin, initially a sticky semi-liquid, first hardens by losing volatile components, which evaporate into the air over periods from a few days to a few years. This is followed by a second stage of hardening in which the resin molecules polymerize (link with each other to form larger molecules), a process which can take anywhere from several tens of thousands of years to millions of years. After polymerization the amber becomes insoluble (or much less soluble) in organic solvents like acetone, toluene, alcohol, or gasoline. Young tree resins (sometimes known as ""copal"") are often misleadingly marketed as ""amber"", or euphemistically as ""young amber"", but the term Amber should properly be limited to the ancient polymerized resins that do not become sticky again when a drop of organic solvent is applied. On the other hand, the most ancient ambers (early Cretaceous or older) tend to become too brittle to use in jewelry.

True amber of lapidary quality comes mainly from the Baltic region (principally Poland and Lithuania), with some production also in Mexico (Chiapas), the Dominican Republic, and Burma. Most so-called ""amber"" marketed from Colombia and Madagascar is much too young to qualify as true amber.

Amber is mostly drop or nodular shaped with a homogeneous structure, it has yellow and brown colour. Inclusions of insects or parts of plants are common.

Amber is an ancient biological gem material. One of the earliest examples of worked amber are beads from Gough’s cave in southern England, dated 11 000–9000 BC.","https://www.gemdat.org/gphotos/0169600001350299929.jpg","Amber","Poland","Natural","None reported","Hexagon Cabochon","2.24 cts.","N/A","N/A"
1882,"Hessonite","Hessonite, also known as the 'cinnamon stone', is a golden orange variety of grossular garnet.","https://www.gemdat.org/gphotos/0449973001350853617.jpg","Hessonite","Madagascar","Natural","None reported","Oval","22.77 cts.","19.28mm x 14.58mm x 9.56mm","N/A"
189,"Amblygonite","Amblygonite is named after Greek for ""crooked angled"" referring to mineral's triclinic crystals. The mineral was first discovered in Saxony by August Breithaupt in 1817. 

Transparent amblygonite can be faceted and set into jewelry, but it is at risk of breaking and brasion, because its hardness and toughness are poor. 

Facet-grade gem rough of yellow amblygonite is found in Brazil and Burma.","https://www.gemdat.org/gphotos/0552481001344551467.jpg","Amblygonite","Brazil","Natural","None reported","Cushion","4.13 cts.","15.2mm x 7.4mm x ?","commercially cut"
1913,"Hodgkinsonite","Hodgkinsonite is named after H.H. Hodgkinson, discoverer of the mineral at Franklin, Sussex County, New Jersey, USA in 1913.

Franklin Mine, New Jersey has been the only source of facet-quality rough. The stones have been small, the colours are bright pink and lavender.","https://www.gemdat.org/gphotos/0573538001364999338.jpg","Hodgkinsonite","Franklin Mine, Franklin, Franklin Mining District, Sussex County, New Jersey, USA","Natural","None reported","N/A","0.63 cts.","N/A","Art Grant"
1936,"Howlite","Howlite was discovered near Windsor, Nova Scotia in 1868 and named after Henry How, a Canadian chemist, geologist, and mineralogist. 

It often forms in nodules which resemble cauliflower heads. The nodules are opaque, white with gray or black veins, often showing web-like pattern. Crystals are very rare and are found in only a couple localities in the world. The maximum size of crystals is about 1 cm.

Howlite is used for cabochons, decorative objects, beads, small carvings or jewelry components. Dyed blue howlite is used as a turquoise substitute and is sometimes marketed as turquenite.","https://www.gemdat.org/gphotos/0898685001350910028.jpg","Howlite","USA","Natural","None reported","Oval Cabochon","9.98 cts.","18.02mm x 13.05mm x 5.08mm","N/A"
1940,"Hübnerite","Hübnerite is named after Hüttenmeister Adolph Hübner, German mining engineer and metallurgist at Freiberg, Saxony.

Hübnerite forms transparent to translucent prismatic yellowish brown to reddish brown crystals. The crystals are typically flattened and occur with fine striations in the direction of elongation. 

Deep blood-red internal reflections combined with the metallic-adamantine-resinous lustre make this gem very attractive.","https://www.gemdat.org/gphotos/0162631001375718351.jpg","Hübnerite","Peru","Natural","None reported","Pear","12.65 cts.","N/A","N/A"
1974,"Hydrogrossular","An aggregate variety of grossular containing hydroxyl (OH), essentially the same as hibschite.

Colours vary from green to bluish green, sometimes pink, white or grey, translucent to opaque. The stones may have black spots or blotches.

Green varieties are often used as jade alternatives. It is also known as ""Transvaal jade"" or ""African jade"".","https://www.gemdat.org/gphotos/0461271001429558790.jpg","Hydrogrossular","Tasmania, Australia","Natural","None reported","Oval Cabochon","21.30 cts.","20mm x 14mm x 8mm","N/A"
198,"Amethyst","Amethyst is the name given to purple to mauve quartz. 

The name comes from the Ancient Greek (""not intoxicated""), a reference to the belief that the stone protected its owner from drunkenness. The ancient Greeks and Romans wore amethyst and made drinking vessels of it in the belief that it would prevent intoxication. 

The range of colour includes reddish-violet tints of pale or almost colourless shades, and deep, rich tones of pure violet.","https://www.gemdat.org/gphotos/0966484001353089525.jpg","Amethyst","N/A","Natural","None reported","Trillion","105.01 cts.","31.4mm x 31.4mm x 18.7mm","N/A"
1995,"Hypersthene","Hypersthene is named after Greek word for ""over strength"", alluding to its greater hardness than hornblende, a mineral with which it is often confused.

Well-developed crystals are rare, the mineral is usually found as foliated masses. 

Colour is brown, green or grey and the luster is vitreous to pearly. Hypersthene displays a brilliant copper-red metallic sheen or schiller on certain surfaces.","https://www.gemdat.org/gphotos/0242405001411100312.jpg","Hypersthene","Germany","Natural","None reported","Square Cabochon","8.98 cts.","14.05mm x 14.05mm x ?mm","N/A"
2025,"Inderite","Inderite is named after its discovery locality, near the Lake Inder, Kazakhstan.

Inderite forms long prismatic crystals with one perfect cleavage which leaves behind a notably pearly surface. The material is colourless, soft and the surface is likely to have cloudiness or to develop a whitish appearance after fashioning.","https://www.gemdat.org/gphotos/0276739001425501090.jpg","Inderite","Kazakhstan","Natural","None reported","Cabochon","3.10 cts.","10mm x 5mm x 5mm","N/A"
2027,"Indicolite (Blue Tourmaline)","Indicolite (named after its colour) is a blue in all shades variety of tourmaline.","https://www.gemdat.org/gphotos/0533836001343832805.jpg","Indicolite","Brazil","Natural","None reported","Emerald","6.89 cts.","N/A","N/A"
2047,"Iron","Native, or natural, iron is rare in the mineral world, and as such is rarely encountered in gemstones, although it can be fashioned into jewellery, especially iron found in meteorites - by far the most common source.

Iron, or nickel-iron alloys, comprises those meteorites that are metallic in nature. When a nickel-iron meteorite is cut and treated with acid, it can reveal characteristic criss-cross patterns called Widmanstätten patterns, after the discoverer. Jewellery comprising meteorite iron treated in this way is not very uncommon.

Native iron is also found in some igneous rocks on earth, although this is very much rarer.","https://www.gemdat.org/gphotos/0276549001357679541.jpg","Iron","Russia","Natural","None reported","Trapezoid","8.03 cts.","20mm x 11mm x 3mm","N/A"
2062,"Jadeite","Jadeite (name derived from Jade) is very tough and resistant because of its tight growth of tiny interlocking grains. It occurs in all colours. Fractures are dull, and greasy when polished.

The most prized is finest-quality semitransparent jadeite with even, vivid green color, also known as ""Imperial"" jadeite. 

Lavender is the second most valued colour. 

Deep black lustrous jadeite found in Guatemala also known as Maya Black is gaining popularity.","https://www.gemdat.org/gphotos/0335283001345239504.jpg","Jadeite","Myanmar","Natural","None reported","Marquise","8.59 cts.","N/A","N/A"
2082,"Jasper","Jasper is usually considered as Chalcedony; sometimes, however, scientists put it in a group by itself within the quartz group because of its grainy structure. 

The name jasper is derived from the Greek and means ""spotted stone"". 

The finely grained, dense jasper contains up to 20 percent foreign materials, which determine its colour, streak, and appearance. Uniformly colored jasper is rare, usually it is multicolored, striped, or flamed. Sometimes jasper can be grown together with agate or opal. There is also some fossilized material.","https://www.gemdat.org/gphotos/0751474001350937355.jpg","Jasper","India","Natural","None reported","Carved","59.7 cts.","39.99mm x 25.52mm x 7.64mm","N/A"
2090,"Jeremejevite","Jeremejevite is named after P.V. Jeremejev, Russian mineralogist and engineer, who first recognized the mineral.

Jeremejevite forms pale blue-green, cornflower-blue, brown or colourless transparent crystals, usually zoned in light hues. 

Most gem material comes from Namibia. Jeremejevite produces attractive colourless, yellowish and blue faceted stones which rarely exceed 1 carat in weight.","https://www.gemdat.org/gphotos/0597839001351608312.jpg","Jeremejevite","Mile 72, Cape Cross area, Arandis Constituency, Erongo Region, Namibia","Natural","None reported","Trillion","0.55 cts.","5.90mm x 3.38mm x ?","N/A"
21,"Adamite","Adamite was named after the French mineralogist Gilbert-Joseph Adam, who discovered the mineral at Chañarcillo, Copiapó Province, Atacama Region, Chile.

Adamite forms transparent to translucent pale yellow through green to bluish green elongated crystals and radial aggregates. Yellow color is due to Fe compounds, tints of green are connected with the presence of copper and purple colour is caused by cobalt content. Reddish to pink and violet transparent crystals have been reported from Mexico.

Large individual clear crystals can be cut into attractive faceted stones.","https://www.gemdat.org/gphotos/0426223001343673726.jpg","Adamite","Lavrion Mining District, Lavreotiki, East Attica, Attica, Greece","Natural","None reported","Shield","1.06 cts.","N/A","N/A"
210,"Analcime (Analcite)","Analcime is named after Greek ""analkis"" - weak, alluding to the weak electrostatic charge that develops when it is heated or rubbed.

Small colourless transparent crystals of analcime have occasionally been cut for collectors.

Analcime Cat's eye is known.","https://www.gemdat.org/gphotos/0852192001344598635.jpg","Analcime","Australia","Natural","None reported","Shield","1.02 cts.","8.2mm x 6.2mm x ?","Dee Parsons"
2101,"Johachidolite","Johachidolite is named after its discovery locality, in the Johachido district, Kenkyohokudo, North Korea.

Johachidolite forms transparent colorless, pale yellow, yellow, orange, brown equant subhedral crystals with vitreous lustre. The material has strong whitish blue fluorescence under LWUV.

The material of ultimate gem quality is reported from the Mogok region.","https://www.gemdat.org/gphotos/0468948001343755004.jpg","Johachidolite","Myanmar","Natural","None reported","Trillion","0.94 cts.","N/A","N/A"
213,"Anatase","Anatase is named after Greek ""anatasis"" - extension, alluding to the greater length of the common pyramid as compared to other tetragonal minerals.

Anatase is polymorphous with rutile and brookite. It is very similar to rutile in lustre, hardness and density, but differs in its crystal habit and cleavage. When exposed to high temperature anatase transforms into rutile.

Rare transparent specimens are faceted into brilliant gems.","https://www.gemdat.org/gphotos/0887667001344599289.jpg","Anatase","Brazil","Natural","None reported","Shield","6.25 cts.","12.9mm x 10.1mm x ?","Michael Gray"
217,"Andalusite","Andalusite is named after the Spanish province Andalusia where transparent gem-quality crystals were first found. 

Faceted andalusite stones give a play of red, green, and yellow colours because of strong pleochroism.","https://www.gemdat.org/gphotos/0718418001344600949.jpg","Andalusite","Brazil","Natural","None reported","Round Brilliant","1.25 cts.","6.7mm x 6.7mm x ?","commercially cut"
220,"Andesine","Andesine feldspar is composed of 50-70% albite and 30-50% anorthite.

Andesine was first described in 1841 for an occurrence in the Marmato mine, Colombia. It is named after the Andes mountains of South America.

Andesine is found in a range of colours, from red, honey-red to orange, yellow, champagne and green.","https://www.gemdat.org/gphotos/0585192001343678222.jpg","Andesine","China","Natural","None reported","Trillion","2.05 cts.","N/A","N/A"
223,"Andradite","Andradite is a species of the garnet group. It was named after the Brazilian mineralogist José Bonifácio de Andrade e Silva (1763–1838).","https://www.gemdat.org/gphotos/0323026001343745113.jpg","Demantoid","Russia","Natural","None reported","Oval","2.09 cts.","N/A","N/A"
2254,"Kornerupine","Kornerupine was named after a Danish geologist and explorer A. N. Kornerup. 

The colour can vary from brown, green to shades of yellow, the material is strongly pleochroic and frequently asteriated (from Burma and Taita Hills, Kenya). Cat's eye effect is due to inclusions of rutile and graphite.

Kornerupine can be faceted or cut into cabochons. Cut stones are up to 20 carats (usually to 3 carats).","https://www.gemdat.org/gphotos/0760136001342799806.jpg","Kornerupine","India","Natural","None reported","Cabochon","1.20 cts.","N/A","N/A"
2289,"Kunzite","Kunzite is the pink to light purple gem variety of the mineral Spodumene.

Kunzite is named after the US mineralogist G.F.Kunz, who first described this gem in 1902.","https://www.gemdat.org/gphotos/0476206001345318516.jpg","Kunzite","Brazil","Natural","None reported","Oval","260.61 cts.","N/A","N/A"
2303,"Kyanite (Cyprine)","Kyanite is named after Greek word for ""blue"", because of its colour. Some fine specimens have sapphire-blue colour with violet pleochroism. 

Kyanite has a wide variations of hardness in the same crystal depending on direction (across or along axes). It complicates the cutting of this material. 

Cut stones reach 10 - 15 carats. Varieties with alexandrite effect and cat's eye are known.","https://www.gemdat.org/gphotos/0604818001343680234.jpg","Kyanite","Nepal","Natural","None reported","Oval","3.03 cts.","N/A","N/A"
2308,"Labradorite","A type of feldspar consisting of between 30-50% Albite and 50-70% Anorthite.

Labradorite was named after peninsula of Labrador in Canada, where it was first found. 

It shows labradorescence - a shiller effect in lustrous metallic tints, often blue and green, and sometimes the complete spectrum. This effect is caused by interference of light from lattice distortions resulting from alternating microscopic exsolution lamellae of high- and low-calcium plagioclase phases.","https://www.gemdat.org/gphotos/0485599001351029819.jpg","Labradorite","Madagascar","Natural","None reported","Heart Cabochon","9.6 cts.","17.27mm x 14.62mm x 5.72mm","N/A"
233,"Anglesite","Anglesite is named after the type locality on Anglesey, an island off the north coast of Wales.

Anglesite forms transparent colourless crystals, often with yellow, green or blue shades. Anglesite is cut into attractive faceted stones, but it is brittle and sensitive to heat. 


Fine crystals are found at various places in the USA, in the Leadhills district, Scotland and the best cuttable material comes from the Touissit mine, Oujda, Morocco.","https://www.gemdat.org/gphotos/0771474001344633654.jpg","Anglesite","Tsumeb, Oshikoto Region, Namibia","Natural","Bleaching","Emerald","9.13 cts.","10.1mm x 8.0mm x ?","Dee Parsons"
2330,"Lapis lazuli","Lapis Lazuli (Arabic and Latin - blue stone) can be described as an impure variety of the mineral Lazurite, however more accurately it is a type of rock containing primarily Lazurite (25-40%), Calcite and Pyrite (also augite, diopside, enstatite, mica, hornblende, sodalite, haüyne). 

It has a very distinctive blue colour (due to the Lazurite). Too much pyrite causes a dull, greenish tint. In the best-quality specimens, the colour is evenly distributed, but in general it is spotty or striated.

As well as use in carvings and gems, it has been used for millennia as a blue pigment when ground to a fine powder (known as ultramarine).","https://www.gemdat.org/gphotos/0355585001351030735.jpg","Lapis lazuli","Afghanistan","Natural","None reported","Carved","444.55 cts.","52.99mm x 46.27mm x 35.93mm","N/A"
234,"Anhydrite","Anhydrite was named by A. G. Werner in 1804, from Greek ""an"" - without and ""hydor"" - water, because of the absence of water of crystallization, in contrast with the presence of water in gypsum. 

When exposed to water, anhydrite transforms to gypsum by the absorption of water. This transformation is reversible, gypsum forms anhydrite by heating to ~200°C under normal atmospheric conditions.

Fine specimens are very rare. Small crystals and pieces of clean facet-grade rough are found in salt mines. Anhydrite is very rarely faceted or cut as cabochons.","https://www.gemdat.org/gphotos/0295858001344634072.jpg","Anhydrite","Simplon Railway tunnel (north section), Termen, Brig, Valais, Switzerland","Natural","None reported","Emerald","3.89 cts.","12.8mm x 6.1mm x ?","Dee Parsons"
2356,"Lazulite","Lazulite was first described in 1795 for deposits in Styria, Austria. Its name comes from the German lazurstein - blue stone; or from the Arabic - heaven, because of its blue colour. 

Lazulite is sometimes confused with 2 better known and more common minerals: lazurite and azurite. Lazulite frequently appears as euhedral crystals rather than in massive form.","https://www.gemdat.org/gphotos/0460777001351549720.jpg","Lazulite","Pakistan","Natural","None reported","Pear","0.75 cts.","8.9mm x 5.0mm x ?","N/A"
2357,"Lazurite","Lazurite is named after Latin ""lazulum"" or Persian ""lazhward"" - blue, alluding to its colour.

Lazurite can be found as well-formed crystals of deep blue colour. But it is more frequent in its massive form as the main component of Lapis Lazuli.

Lazurite is cut into cabochons or can be used for carvings.

Mineralogically speaking Lazurite is a sulfide-rich variety of Hauyne.","https://www.gemdat.org/gphotos/0355585001351030735.jpg","Lapis lazuli","Afghanistan","Natural","None reported","Carved","444.55 cts.","52.99mm x 46.27mm x 35.93mm","N/A"
2365,"Legrandite","Legrandite is named after Mr. Legrand, Belgian mining engineer, collector of the first specimen from Flor de Pina mine, Nueva Leon, Mexico.

Legrandite forms in tight clusters and sometimes transparent bright yellow, orange, colourless elongated prismatic crystals. These crystals are large enough to be faceted.","https://www.gemdat.org/gphotos/0171896001345320021.jpg","Legrandite","Mexico","Natural","None reported","N/A","0.45 cts.","N/A","N/A"
2380,"Lepidolite","Lepidolite is named after Greek ""lepidos"" - scale, alluding to the scaly appearance of many specimens.

Lepidolite is a violet to pink variety of Mica. Massive fine-grained material is used for ornamental purposes, it is polished into various shapes - cabochons and slabs. Transparent to translucent material is sometimes faceted.","https://www.gemdat.org/gphotos/0885363001351086870.jpg","Lepidolite","Mexico","Natural","None reported","Fancy Cabochon","19.93 cts.","25.83mm x 21.03mm x 5.12mm","N/A"
2395,"Liddicoatite","Liddicoatite is a calcium lithium tourmaline species, named after US gemologist R. T. Liddicoat. 

Liddicoatite forms green, red, pink, purple, and and blue, sometimes white, colorless, black, brown, yellow, and orange elongated prismatic crystals. Crystals are frequently multicolored, containing two or more distinct colours. It may also have internal colour zoning and banding.

Large crystals of Liddicoatite are often cut and polished into slices, with the multicolored designs and forms. Faceted material is rare because of its limited occurrences, and because most gem material is not tested to determine what type of tourmaline mineral it is - so will be labelled as Tourmaline regardless of whether it is Liddicoatite, Elbiate or another type of Tourmaline.","https://www.gemdat.org/gphotos/0404745001342814981.jpg","Liddicoatite","Madagascar","Natural","None reported","Emerald","1.25 cts.","N/A","N/A"
2403,"Linarite","Linarite is named after its discovery locality at Linares, Jaén, Spain.

Linarite forms elongated and characteristically tabular transparent to translucent bright to dark blue crystals, which may appear deep blue in transmitted light.

Suitable for faceting material is rare.","https://www.gemdat.org/gphotos/0128965001425573997.jpg","Linarite","Tuscany, Italy","Natural","None reported","Cabochon","21.90 cts.","18mm x 16mm x 7mm","N/A"
2452,"Ludlamite","Ludlamite was named after Henry Ludlam, a British collector of rare minerals. It was first discovered in 1876 in Wheal Jane mine in Cornwall, England.

Ludlamite is a rare phosphate mineral. It forms apple- to bright green prismatic crystals. Ludlamite is occasionally faceted, but the crystals are always small.","https://www.gemdat.org/gphotos/0592134001357774918.jpg","Ludlamite","Blackbird Mine, Tenmile Mining District, Idaho Co., Idaho, USA","Natural","None reported","Square Cushion","0.52 cts.","4.4mm x ?","N/A"
246,"Anorthite","Anorthite is the calcium-rich endmember of the Plagioclase solid solution series, it is a rare compositional variety of Plagioclase.","https://www.gemdat.org/gphotos/0896879001296880710.jpg","Anorthite","Miyake Island, Miyake, Miyake Subprefecture, Tokyo Metropolis, Japan","Natural","None reported","N/A","0.52 cts.","N/A","Yuko Tanaka"
2465,"Leucite","Leucite is named after Greek ""leukos"" - white, alluding to its typical colour. 

Crystals are often twinned. Transparent facet rough is very rare. 

Leucite is a rare mineral, the volcanic lava of Mount Vesuvius in Italy is the principal source of this material.","https://www.gemdat.org/gphotos/0632510001345320399.jpg","Leucite","Italy","Natural","None reported","Round Brilliant","0.59 cts.","N/A","N/A"
2482,"Magnesite","Magnesite is named from Greek ""magnesia lithos"" - magnesian stone, a kind of ore from Magnesia, the coastal district of ancient Thessaly, Greece.

Magnesite frequently occurs as translucent, sometimes transparent colourless, white, yellowish to brown or grey masses with an earthy or chalky appearance. This material is cut into cabochons. 

Transparent crystals of gem-quality are very rare. The amount of faceted stones is mostly limited to specialized collections.","https://www.gemdat.org/gphotos/0500622001345455698.jpg","Magnesite","Brazil","Natural","None reported","N/A","8.80 cts.","N/A","N/A"
2538,"Magnetite","Natural magnets (lodestones) were known to ancient Greeks, who called this mineral ""magnet"", because it was found in the lands of the Magnetes (Magnesia) in Thessaly. 

Magnetite is a heavy material, black or brownish-black with a metallic luster. It is the most magnetic of all natural commonly occurring minerals on the Earth. 

The originally bright black colour can gradually change to dark brown.

Magnetite is often used in jewelry due to its supposed magnetic healing properties.","https://www.gemdat.org/gphotos/0804182001345455841.jpg","Magnetite","Iankaroka corundum occurrence, Ianabinda, Betroka, Anosy, Madagascar","Natural","None reported","N/A","5.13 cts.","N/A","N/A"
2550,"Malachite","Malachite is named after Greek word for ""mallow"" because of its resemblance to the leaves of the Mallow plant. It is a green, very common secondary copper mineral with a widely variable habit. Malachite shows a banding of light and dark layers with concentric rings, straight stripes and other figurative shapes caused by its shell-like formation. 

Malachite was popular in ancient Egypt, Greece and Rome and was used for jewelry, amulets, as a powder for eye shadow and colouring pigment. Nowadays it is popular for jewelry and ornaments.

Malachite dust is toxic and must not be inhaled during cutting and polishing.

Azurmalachite is an extremely colourful massive material that combines the rich hues of malachite and azurite.","https://www.gemdat.org/gphotos/0711070001351088932.jpg","Malachite","DR Congo","Natural","None reported","Rhomb Cabochon","14.71 cts.","14.05mm x 6.97mm","N/A"
260,"Antigorite","Antigorite is named after its discovery locality, in the Valle Antigorio, Piemonte, Italy. 

Antigorite is a hard compact type of Serpentine. It occurs in tough pleated masses. The material is usually dark green in colour, but may also be yellowish, gray, brown or black.","https://www.gemdat.org/gphotos/0506473001344634294.jpg","Antigorite","China","Natural","None reported","Cushion","6.76 cts.","15.8mm x 8.7mm x ?","John Bradshaw"
2638,"Mellite","Mellite is named from Greek ""meli"" - honey, alluding to its colour. It is sometimes called honeystone.

Mellite is an organic material, it forms transparent honey yellow or reddish prismatic or dipyramidal crystals or fine-grained masses.

Mellite can be polished and faceted into attractive gemstones.","https://www.gemdat.org/gphotos/0969958001345461434.jpg","Mellite","Hungary","Natural","None reported","Cushion","0.50 cts.","N/A","N/A"
2704,"Microcline","Microcline (Greek - small slope) has the same chemical composition as orthoclase but is classified in the triclinic crystal system.

The blue-green feldspar amazonite is the only gem variety of microcline.","https://www.gemdat.org/gphotos/0322595001350298269.jpg","Amazonite","Brazil","Natural","None reported","Round Cabochon","2.93 cts.","N/A","N/A"
2710,"Milarite","Milarite is named after its occurence in the Val Milar, Switzerland. The original specimens, however, came from Val Giuf, Tavetsch, Grischun, Switzerland.

Milarite is a rare beryllium silicate, that forms transparent to translucent colourless to pale yellow or green prismatic crystals, typically well formed.

A.Thomas (2009) reports: ""The small pieces of facet rough that have been cut to date have all originated from a single African source"".","https://www.gemdat.org/gphotos/0047776001360275780.jpg","Milarite","Switzerland","Natural","None reported","Baguette","0.20 cts.","6mm x 2mm x 2mm","N/A"
2714,"Mimetite","Mimetite is named from Greek ""mimetes"", an imitator, alluding to its resemblance to pyromorphite.

Mimetite forms transparent and very attractive prismatic crystals or botryoidal, globular masses of yellow to orange-yellow to brown colour, sometimes colourless with a characteristic resinous to subadamantine lustre.

Transparent, but slightly included material from Tsumeb has been faceted into gems over 1.00 ct (one specimen reported to show an orange-red fluorescence under LWUV).

Bright orange to pastel yellow and brown banded cabochons have been cut from globular masses of Mimetite from Mapimi, Durango, Mexico. Because of their high density and colour banding, these may be mistaken for the ""wood tin"" variety of cassiterite, or the ""schalenblende"" variety of sphalerite/wurtzite.","https://www.gemdat.org/gphotos/0755417001357819909.jpg","Mimetite","Chihuahua, Mexico","Natural","None reported","Cushion","0.53 cts.","4.5mm x 2.7mm x ?","N/A"
2750,"Monazite","Monazite is named after Greek ""monazein"" - to be solitary, alluding to its rare occurence as isolated crystals in the mineral's discovery material. The three minerals are monazite-(Ce), monazite-(La) and monazite-(Nd).

Monazite forms tabular or prismatic crystals of yellow, yellow-brown, brown, rose-red, reddish-brown colour. Colour change from reddish orange in daylight to pinkish brown in tungsten light has been reported.

Monazite usually contains small amounts of Th or sometimes U, both making it radioactive.","https://www.gemdat.org/gphotos/0025259001422773337.jpg","Monazite","Brazil","Natural","None reported","Round Brilliant","0.16 cts.","3.0mm x 3.0mm x ?mm","N/A"
2763,"Montebrasite","Montebrasite is named after its discovery locality, at Montebras, Creuse, France.

Montebrasite forms attractive, colourless, bright yellow-green, sometimes blue, pink and pale brown, equant to short-prismatic crystals, twinning is common.","https://www.gemdat.org/gphotos/0243845001345462460.jpg","Montebrasite","Brazil","Natural","None reported","Round Brilliant","2.56 cts.","N/A","N/A"
